證券代號,證券名稱,成交數量,成交筆數,成交金額,成交價,最後揭示買量,最後揭示賣量
071997,玉晶光統一3C購04,0,0,0,0.67,0,0
072000,中華永豐39購01,0,0,0,1.5,0,0
072001,中環永豐39購01,0,0,0,0.65,0,0
072004,精英永豐37購01,0,0,0,0.42,0,0
072007,宏碁永豐36購03,0,0,0,0.86,0,0
072008,宏碁永豐38購01,0,0,0,0.9,0,0
072009,英業達永豐38購03,0,0,0,2.03,0,0
072013,中工永豐38購01,0,0,0,1.92,0,0
072016,元晶永豐38購01,0,0,0,0.6,0,0
072017,穎崴永豐38購01,0,0,0,0.49,0,0
072020,美時中信3C購01,0,0,0,0.99,0,0
072021,宏碁中信38購01,0,0,0,0.45,0,0
072024,亞翔中信38購01,0,0,0,2.25,0,0
072027,滬深2X元大36購10,0,0,0,2.31,0,0
07202T,訊芯群益39售03,0,0,0,1.09,0,0
072030,華新元大37購02,0,0,0,1.11,0,0
072031,華新元大3A購02,0,0,0,1.41,0,0
072034,中鴻元大36購04,0,0,0,0.12,0,0
072035,台積電元大37購08,0,0,0,9.5,0,0
072036,台積電元大3A購05,0,0,0,9.9,0,0
072037,台積電元大3B購01,0,0,0,8.75,0,0
072038,華邦電元大37購03,0,0,0,0.73,0,0
072039,華邦電元大3A購01,0,0,0,0.85,0,0
072041,宏碁元大36購10,0,0,0,1.23,0,0
072042,宏碁元大37購01,0,0,0,0.87,0,0
072043,宏碁元大38購01,0,0,0,0.92,0,0
072045,英業達元大3A購01,0,0,0,1.14,0,0
072046,大同元大36購03,0,0,0,5,0,0
072048,正崴元大36購04,0,0,0,0.2,0,0
072049,南亞科元大36購03,0,0,0,0.42,0,0
072050,聯發科元大37購07,0,0,0,2.5,0,0
072051,聯發科元大3A購05,0,0,0,2.86,0,0
072052,聯發科元大3B購01,0,0,0,2.95,0,0
072053,宏達電元大37購01,0,0,0,0.77,0,0
072056,萬海元大3A購01,0,0,0,0.75,0,0
072057,台驊控元大36購05,0,0,0,0.47,0,0
072058,王品元大36購01,0,0,0,0.22,0,0
072059,王品元大36購02,0,0,0,0.47,0,0
072060,群創元大38購01,0,0,0,1.42,0,0
072061,華擎元大37購01,0,0,0,1.16,0,0
072063,TPK元大36購01,0,0,0,0.81,0,0
072064,瑞智元大36購01,0,0,0,1.02,0,0
072065,三福化元大36購01,0,0,0,1.07,0,0
072067,和碩元大36購02,0,0,0,1.69,0,0
072068,亞翔元大37購02,0,0,0,8.4,0,0
072069,嘉聯益元大36購01,0,0,0,0.19,0,0
07206T,臺股指法興39售09,0,0,0,0.98,0,0
072070,凌華元大36購01,0,0,0,1.73,0,0
072071,精誠元大36購01,0,0,0,0.53,0,0
072072,元債2X國票37購05,0,0,0,0.08,0,0
072074,台達電國票37購01,0,0,0,2.31,0,0
072075,仁寶國票37購01,0,0,0,0.57,0,0
072077,旺宏國票37購01,0,0,0,0.26,0,0
072078,佳世達國票37購01,0,0,0,0.71,0,0
07207T,臺股指法興39售10,0,0,0,0.88,0,0
072084,技嘉國票38購02,0,0,0,3.87,0,0
072085,南亞科國票37購01,0,0,0,0.36,0,0
072087,天鈺國票37購02,0,0,0,0.56,0,0
072089,矽力國票37購01,0,0,0,0.38,0,0
07208T,臺股指法興39售11,0,0,0,1.37,0,0
072090,元晶國票37購01,0,0,0,0.27,0,0
072096,華新國泰38購01,0,0,0,0.94,0,0
072099,微星國泰38購01,0,0,0,0.64,0,0
07209T,士電統一3B售01,0,0,0,0.23,0,0
072103,萬海國泰38購01,0,0,0,0.22,0,0
072106,碩天國泰38購01,0,0,0,2.05,0,0
072107,中磊國泰38購01,0,0,0,1.13,0,0
072108,華孚國泰38購01,0,0,0,0.72,0,0
07210T,中興電統一3B售02,0,0,0,0.55,0,0
072110,緯穎國泰38購03,0,0,0,4.84,0,0
072112,東哥國泰38購01,0,0,0,2.05,0,0
072115,華通元富36購07,0,0,0,2.68,0,0
072117,華碩元富3C購01,0,0,0,1.02,0,0
072118,技嘉元富36購05,0,0,0,2.97,0,0
07211T,SGBR2X元大3A售04,0,0,0,0.83,0,0
072122,啟碁元富36購07,0,0,0,0.54,0,0
072125,世紀鋼元富36購03,0,0,0,1.22,0,0
072128,鴻海富邦3A購01,0,0,0,3.42,0,0
07212T,台積電元大39售41,0,0,0,1.21,0,0
072130,國巨富邦37購02,0,0,0,0.59,0,0
072133,宏碁富邦38購01,0,0,0,0.82,0,0
072134,義隆富邦37購01,0,0,0,0.36,0,0
072135,長榮富邦39購04,0,0,0,1.86,0,0
07213T,台積電元大39售42,0,0,0,1.41,0,0
072141,華新群益36購06,0,0,0,2.11,0,0
072142,華新群益36購07,0,0,0,1.51,0,0
07214T,台積電元大39售43,0,0,0,1.18,0,0
072151,國巨群益36購07,0,0,0,1.35,0,0
072152,精英群益38購01,0,0,0,0.64,0,0
072154,宏碁群益36購03,0,0,0,0.52,0,0
072155,英業達群益36購13,0,0,0,1.78,0,0
072157,英業達群益3C購01,0,0,0,1.44,0,0
072158,華碩群益36購02,0,0,0,0.06,0,0
072159,大同群益36購03,0,0,0,2.3,0,0
07215T,瑞昱元大39售10,0,0,0,1.99,0,0
072164,聯發科群益36購07,0,0,0,2.22,0,0
072165,聯發科群益36購08,0,0,0,1.51,0,0
072166,飛宏群益38購01,0,0,0,0.48,0,0
07216T,臺股指元大3B售11,0,0,0,1.14,0,0
072170,長榮群益37購09,0,0,0,1.4,0,0
072173,長榮航群益36購10,0,0,0,1.82,0,0
072174,王品群益36購01,0,0,0,0.7,0,0
072177,緯創群益36購12,0,0,0,3.14,0,0
072179,緯創群益3C購02,0,0,0,1.69,0,0
07217T,臺股指元大3B售12,0,0,0,1.09,0,0
072180,嘉澤群益36購06,0,0,0,4.65,0,0
072182,材料群益36購13,0,0,0,1.64,0,0
072183,和碩群益36購01,0,0,0,2.74,0,0
072184,和碩群益39購01,0,0,0,1.4,0,0
072192,緯穎群益36購11,0,0,0,4.66,0,0
072193,東哥群益36購01,0,0,0,0.49,0,0
072195,金像電第一38購01,0,0,0,0.71,0,0
072197,華新台新36購01,0,0,0,0.27,0,0
072199,正崴台新36購01,0,0,0,0.31,0,0
07219T,鴻海中信39售06,0,0,0,0.48,0,0
072201,長榮康和36購01,0,0,0,1.11,0,0
072204,A50正2凱基36購02,0,0,0,1.32,0,0
072205,FBNQ2X凱基3A購01,0,0,0,1.93,0,0
072209,華新凱基3A購02,0,0,0,1.42,0,0
072210,大亞凱基36購03,0,0,0,3.86,0,0
072211,美時凱基36購10,0,0,0,2.36,0,0
072212,美時凱基37購07,0,0,0,2.45,0,0
072216,華泰凱基36購09,0,0,0,1.62,0,0
072218,旺宏凱基37購01,0,0,0,0.28,0,0
072219,華邦電凱基37購05,0,0,0,0.93,0,0
07221T,國泰金中信39售01,0,0,0,1.45,0,0
072220,英業達凱基37購07,0,0,0,1.48,0,0
072222,南亞科凱基37購01,0,0,0,0.17,0,0
072223,聯發科凱基37購13,0,0,0,3.1,0,0
072225,中工凱基39購02,0,0,0,1.32,0,0
072226,長榮凱基36購11,0,0,0,0.66,0,0
07222T,士電永豐39售02,0,0,0,0.2,0,0
072230,萬海凱基3C購01,0,0,0,0.35,0,0
072232,王品凱基36購02,0,0,0,0.54,0,0
072233,大立光凱基38購09,0,0,0,0.7,0,0
072236,文曄凱基37購04,0,0,0,1.3,0,0
072239,玉晶光凱基37購05,0,0,0,1.9,0,0
07223T,鴻海永豐3C售02,0,0,0,0.5,0,0
072243,和碩凱基36購01,0,0,0,1.97,0,0
072245,華孚凱基36購04,0,0,0,0.82,0,0
07224T,技嘉永豐39售06,0,0,0,0.46,0,0
072250,力智凱基39購02,0,0,0,1.23,0,0
072251,力積電凱基36購02,0,0,0,0.13,0,0
072259,元債2X中信3C購03,0,0,0,0.14,0,0
07225T,緯創永豐39售06,0,0,0,0.5,0,0
072262,宏碁中信38購02,0,0,0,0.64,0,0
072263,微星中信3A購01,0,0,0,0.69,0,0
072264,中工中信38購01,0,0,0,0.79,0,0
072265,陽明中信39購01,0,0,0,0.13,0,0
072266,群創中信3A購02,0,0,0,1.89,0,0
072267,神達中信39購01,0,0,0,1.28,0,0
072268,神達中信3C購01,0,0,0,1.18,0,0
07226T,緯穎永豐39售07,0,0,0,0.7,0,0
072270,裕隆永豐36購05,0,0,0,0.54,0,0
072271,光寶科永豐36購03,0,0,0,0.27,0,0
072272,華通永豐3A購01,0,0,0,1.26,0,0
072274,台光電永豐39購01,0,0,0,4.9,0,0
072276,友達永豐38購01,0,0,0,1.39,0,0
072278,長榮永豐37購02,0,0,0,1.05,0,0
07227T,士電富邦41售02,0,0,0,0.31,0,0
072280,陽明永豐3C購01,0,0,0,0.42,0,0
072282,萬海永豐38購02,0,0,0,0.22,0,0
072283,長榮航永豐39購01,0,0,0,1.84,0,0
072284,慧洋永豐36購02,0,0,0,1.29,0,0
072285,大立光永豐36購02,0,0,0,0.12,0,0
072288,智原永豐39購03,0,0,0,0.48,0,0
072289,欣興永豐36購04,0,0,0,0.74,0,0
07228T,鴻海台新39售03,0,0,0,0.46,0,0
072290,欣興永豐38購01,0,0,0,1.11,0,0
072291,群創永豐39購01,0,0,0,1.55,0,0
072292,健策永豐38購01,0,0,0,5.4,0,0
072293,新唐永豐37購01,0,0,0,0.15,0,0
072297,華泰國票37購04,0,0,0,2.5,0,0
072299,中工國票36購03,0,0,0,1.01,0,0
072300,中工國票37購01,0,0,0,1.41,0,0
072301,中工國票38購01,0,0,0,1.4,0,0
072302,中工國票38購02,0,0,0,1.11,0,0
072305,智原國票37購05,0,0,0,1.18,0,0
072306,嘉基國票37購01,0,0,0,2.43,0,0
072308,鴻海國泰38購02,0,0,0,16,0,0
072310,宏碁國泰38購02,0,0,0,1.45,0,0
072311,英業達國泰38購02,0,0,0,1.58,0,0
072315,聯陽國泰38購01,0,0,0,1.74,0,0
072317,緯創國泰38購04,0,0,0,4.3,0,0
072318,合勤控國泰38購01,0,0,0,0.76,0,0
072319,穎崴國泰38購01,0,0,0,1.08,0,0
072321,美時元富39購01,0,0,0,2,0,0
072327,宏碁元富36購01,0,0,0,1.44,0,0
072330,華碩元富43購01,0,0,0,1.26,0,0
072332,京元電元富36購03,0,0,0,3.72,0,0
072334,慧洋元富3C購01,0,0,0,2.51,0,0
07233T,鴻海凱基3B售07,0,0,0,0.26,0,0
072340,玉晶光元富39購01,0,0,0,1.96,0,0
072341,玉晶光元富3C購01,0,0,0,1.64,0,0
072345,和碩元富39購01,0,0,0,2.41,0,0
072348,亞力元大36購03,0,0,0,2.54,0,0
072349,寶齡元大36購02,0,0,0,0.29,0,0
07234T,臺股指凱基3B售17,0,0,0,0.79,0,0
072350,美時元大37購12,0,0,0,3.36,0,0
072351,中鴻元大36購05,0,0,0,0.24,0,0
072354,新光鋼元大36購04,0,0,0,0.78,0,0
072355,上銀元大36購02,0,0,0,0.98,0,0
072357,長榮鋼元大36購06,0,0,0,1.36,0,0
07235T,臺股指凱基43售04,0,0,0,0.61,0,0
072362,宏碁元大36購11,0,0,0,1.54,0,0
072363,宏碁元大36購12,0,0,0,0.41,0,0
072364,宏碁元大36購13,0,0,0,1.08,0,0
072365,宏碁元大36購14,0,0,0,0.82,0,0
072366,宏碁元大36購15,0,0,0,1.59,0,0
072367,宏碁元大36購16,0,0,0,0.89,0,0
072368,英業達元大36購11,0,0,0,1.04,0,0
072369,英業達元大36購12,0,0,0,0.78,0,0
07236T,群臺2X國票3A售01,0,0,0,0.96,0,0
072377,長榮元大37購12,0,0,0,1.1,0,0
072378,裕民元大36購04,0,0,0,0.36,0,0
07237T,士電國票39售05,0,0,0,0.75,0,0
072383,八方元大36購01,0,0,0,0.4,0,0
072385,智原元大37購07,0,0,0,0.99,0,0
072386,華擎元大37購02,0,0,0,1.07,0,0
072388,天鈺元大36購02,0,0,0,1.02,0,0
072389,全訊元大36購02,0,0,0,0.65,0,0
07238T,士電國票3C售02,0,0,0,0.69,0,0
072395,志超元大36購01,0,0,0,0.51,0,0
072396,明基材元大36購01,0,0,0,0.55,0,0
072397,台汽電元大36購01,0,0,0,1.1,0,0
072398,世紀鋼元大37購06,0,0,0,2.04,0,0
072399,中石化富邦3A購01,0,0,0,0.37,0,0
07239T,鴻海國票3A售01,0,0,0,0.57,0,0
072401,華通富邦37購02,0,0,0,0.9,0,0
072402,精英富邦3B購01,0,0,0,0.63,0,0
072403,中工富邦3B購01,0,0,0,1.38,0,0
072414,大成鋼群益36購02,0,0,0,0.14,0,0
072415,新光鋼群益38購01,0,0,0,1.84,0,0
072416,光寶科群益36購07,0,0,0,0.45,0,0
072418,台積電群益3C購01,0,0,0,3.82,0,0
07241T,臺股指國票39售11,0,0,0,1.51,0,0
072420,智邦群益36購03,0,0,0,0.59,0,0
072421,宏碁群益36購05,0,0,0,1.3,0,0
072422,宏碁群益36購06,0,0,0,3.73,0,0
072423,宏碁群益38購04,0,0,0,1.42,0,0
072424,英業達群益36購15,0,0,0,2.57,0,0
072426,華碩群益37購01,0,0,0,0.76,0,0
07242T,臺股指國票39售12,0,0,0,1.36,0,0
072430,全新群益3C購01,0,0,0,1.7,0,0
072431,中工群益37購01,0,0,0,1.13,0,0
072432,中工群益38購02,0,0,0,1.1,0,0
072433,長榮群益37購10,0,0,0,1.82,0,0
072434,長榮群益37購11,0,0,0,1.07,0,0
072435,長榮群益37購12,0,0,0,1.18,0,0
072442,漢翔群益36購04,0,0,0,0.85,0,0
072443,漢翔群益38購01,0,0,0,1.75,0,0
072445,八方群益3C購01,0,0,0,0.59,0,0
072447,晶豪科群益3C購01,0,0,0,0.35,0,0
072448,大立光群益4C購01,0,0,0,2.55,0,0
072452,智原群益36購17,0,0,0,0.4,0,0
072455,緯創群益3C購03,0,0,0,1.63,0,0
072457,材料群益36購15,0,0,0,1.25,0,0
072459,材料群益37購06,0,0,0,0.95,0,0
072462,緯穎群益36購12,0,0,0,2.75,0,0
072463,緯穎群益36購13,0,0,0,3.88,0,0
072464,勤誠群益36購06,0,0,0,1.05,0,0
07246T,鴻海元富39售14,0,0,0,0.37,0,0
072470,裕民第一3A購01,0,0,0,0.55,0,0
072471,緯穎第一43購01,0,0,0,1.26,0,0
072472,新光鋼富邦3A購01,0,0,0,0.88,0,0
072473,新光鋼富邦3C購01,0,0,0,0.63,0,0
072479,滬深2X凱基42購01,0,0,0,1.27,0,0
072481,亞力凱基36購02,0,0,0,3.44,0,0
072482,亞力凱基3A購01,0,0,0,3.87,0,0
072484,中鴻凱基3A購01,0,0,0,0.74,0,0
072486,新光鋼凱基38購01,0,0,0,1.67,0,0
072487,裕隆凱基36購04,0,0,0,0.84,0,0
072488,長榮鋼凱基36購03,0,0,0,1.28,0,0
072489,華通凱基36購03,0,0,0,0.68,0,0
07248T,長榮元富39售10,0,0,0,0.9,0,0
072490,中環凱基36購01,0,0,0,1.03,0,0
072493,智邦凱基36購03,0,0,0,0.58,0,0
072494,宏碁凱基36購07,0,0,0,1.19,0,0
072497,致茂凱基36購03,0,0,0,1.62,0,0
072498,南亞科凱基36購02,0,0,0,0.37,0,0
072499,建準凱基3A購01,0,0,0,1.28,0,0
072500,宏達電凱基36購04,0,0,0,0.16,0,0
072508,慧洋凱基3B購01,0,0,0,2.77,0,0
072513,群創凱基36購03,0,0,0,1.25,0,0
072516,緯穎凱基36購12,0,0,0,3.04,0,0
072519,英業達兆豐36購02,0,0,0,1.15,0,0
072524,美時國泰38購02,0,0,0,2.44,0,0
072526,國巨國泰38購03,0,0,0,1.38,0,0
072529,聯發科國泰38購05,0,0,0,2.14,0,0
07252T,中華群益39售01,0,0,0,1.18,0,0
072530,長榮國泰38購06,0,0,0,2.12,0,0
072531,長榮國泰38購07,0,0,0,1.2,0,0
072532,漢翔國泰38購01,0,0,0,1.58,0,0
072534,智原國泰38購03,0,0,0,0.96,0,0
072535,欣興國泰38購02,0,0,0,1.56,0,0
072536,玉晶光國泰38購02,0,0,0,2.86,0,0
072537,虹堡國泰38購01,0,0,0,1.46,0,0
072538,啟碁國泰38購03,0,0,0,1.37,0,0
072539,元晶國泰38購01,0,0,0,0.66,0,0
07253T,華通群益3B售05,0,0,0,2.1,0,0
072541,長榮統一3A購03,0,0,0,0.78,0,0
072542,長榮統一3C購05,0,0,0,0.69,0,0
072545,萬海統一42購01,0,0,0,0.25,0,0
072549,台積電中信3A購02,0,0,0,1.73,0,0
072550,台積電中信3C購05,0,0,0,1.95,0,0
072553,南亞科中信37購01,0,0,0,0.53,0,0
072554,聯發科中信36購03,0,0,0,1.3,0,0
072555,長榮中信3C購02,0,0,0,0.54,0,0
072556,裕民中信38購01,0,0,0,0.55,0,0
072557,慧洋中信37購01,0,0,0,1.6,0,0
072558,智原中信3A購03,0,0,0,0.91,0,0
072559,群創中信38購01,0,0,0,0.86,0,0
072561,材料中信38購01,0,0,0,0.7,0,0
072564,美時永豐3A購02,0,0,0,2.29,0,0
072566,旺宏永豐37購01,0,0,0,0.3,0,0
072567,金像電永豐36購04,0,0,0,1.81,0,0
072568,建準永豐38購01,0,0,0,1.56,0,0
072570,聯發科永豐42購01,0,0,0,3.46,0,0
072571,宏達電永豐39購01,0,0,0,1.04,0,0
072575,萬海永豐3A購01,0,0,0,0.18,0,0
072576,神基永豐39購01,0,0,0,1.51,0,0
072578,緯創永豐3A購02,0,0,0,7.6,0,0
072579,玉晶光永豐37購04,0,0,0,5.3,0,0
072581,碩天永豐36購01,0,0,0,1.21,0,0
072584,高力永豐39購02,0,0,0,4.92,0,0
072585,臺股指永豐3B購01,0,0,0,2.97,0,0
072587,美時元富36購07,0,0,0,4.12,0,0
072588,新光鋼元富39購01,0,0,0,1.02,0,0
072590,精英元富36購02,0,0,0,2.58,0,0
072593,精元元富36購01,0,0,0,0.75,0,0
072595,京元電元富36購04,0,0,0,4.94,0,0
072596,長榮元富37購03,0,0,0,5.3,0,0
072597,長榮元富3C購02,0,0,0,1.85,0,0
072598,裕民元富36購02,0,0,0,0.57,0,0
072599,裕民元富39購01,0,0,0,0.82,0,0
072600,慧洋元富3C購02,0,0,0,2,0,0
072602,元債2X元大39購03,0,0,0,0.18,0,0
072606,大成鋼元大36購02,0,0,0,0.79,0,0
072608,宏碁元大36購17,0,0,0,0.62,0,0
072609,宏碁元大36購18,0,0,0,1.67,0,0
072610,宏碁元大36購19,0,0,0,0.81,0,0
072611,宏碁元大39購01,0,0,0,1.08,0,0
072617,華碩元大36購11,0,0,0,0.6,0,0
07261T,啟碁群益3B售02,0,0,0,0.81,0,0
072621,南亞科元大36購04,0,0,0,0.12,0,0
072622,華新科元大37購04,0,0,0,0.84,0,0
072623,華新科元大3A購04,0,0,0,0.81,0,0
072624,長榮元大36購12,0,0,0,1.24,0,0
072626,長榮元大36購14,0,0,0,0.78,0,0
072628,長榮元大38購05,0,0,0,1.08,0,0
072632,陽明元大36購07,0,0,0,0.2,0,0
072643,台驊控元大36購06,0,0,0,0.29,0,0
072644,慧洋元大36購02,0,0,0,1.97,0,0
072646,晟銘電元大36購04,0,0,0,4.11,0,0
072647,緯創元大36購14,0,0,0,3.17,0,0
072648,緯創元大37購02,0,0,0,3.28,0,0
072649,緯創元大39購05,0,0,0,3.66,0,0
07264T,士電元大39售07,0,0,0,0.84,0,0
072650,立積元大37購04,0,0,0,0.31,0,0
072652,矽力元大37購04,0,0,0,0.35,0,0
072653,勤誠元大37購03,0,0,0,1.08,0,0
072654,世紀鋼元大36購10,0,0,0,2.33,0,0
072655,香港2X群益3C購01,0,0,0,0.64,0,0
072657,中石化群益3C購01,0,0,0,1.07,0,0
072658,華新群益3A購01,0,0,0,0.26,0,0
07265T,士電元大39售08,0,0,0,0.52,0,0
072661,川湖群益3C購01,0,0,0,3.11,0,0
072664,華邦電群益36購08,0,0,0,0.06,0,0
072665,智邦群益39購02,0,0,0,0.41,0,0
072667,台光電群益3C購01,0,0,0,2.13,0,0
072668,南亞科群益36購05,0,0,0,0.23,0,0
072669,友達群益36購02,0,0,0,0.98,0,0
07266T,鴻海元大39售03,0,0,0,0.48,0,0
072670,聯發科群益37購08,0,0,0,4.49,0,0
072672,長榮群益38購03,0,0,0,1.99,0,0
07267T,鴻海元大39售04,0,0,0,0.67,0,0
072680,陽明群益3C購01,0,0,0,1.1,0,0
072682,陽明群益43購01,0,0,0,1.38,0,0
072687,神基群益36購07,0,0,0,1.05,0,0
07268T,技嘉元大39售12,0,0,0,2.31,0,0
072691,聯詠群益36購07,0,0,0,1.25,0,0
072696,群創群益36購03,0,0,0,1.27,0,0
072698,碩天群益36購01,0,0,0,2.12,0,0
07269T,臺股指富邦3B售07,0,0,0,0.74,0,0
072701,材料群益38購03,0,0,0,0.66,0,0
072702,材料群益3C購01,0,0,0,0.9,0,0
072706,矽力群益37購02,0,0,0,0.19,0,0
072708,緯穎群益36購14,0,0,0,4.81,0,0
072709,至上群益36購03,0,0,0,2.82,0,0
072710,至上群益3C購01,0,0,0,2.27,0,0
072711,勤誠群益36購07,0,0,0,2.08,0,0
072713,台達電第一43購01,0,0,0,0.74,0,0
072714,台積電第一36購04,0,0,0,2.29,0,0
072717,台積電兆豐3A購04,0,0,0,4.43,0,0
072718,英業達兆豐37購01,0,0,0,0.88,0,0
07271T,群光國票3A售03,0,0,0,1.68,0,0
072720,華通國泰38購02,0,0,0,2.39,0,0
072723,宏碁台新36購02,0,0,0,0.46,0,0
072726,宏碁康和36購01,0,0,0,0.19,0,0
072727,英業達康和36購01,0,0,0,1.03,0,0
072728,T50正2凱基37購03,0,0,0,5.95,0,0
072729,T50正2凱基3A購01,0,0,0,6.9,0,0
07272T,緯創國票3A售02,0,0,0,0.94,0,0
072731,華夏凱基36購01,0,0,0,0.2,0,0
072736,上銀凱基36購02,0,0,0,1.78,0,0
072738,裕隆凱基36購05,0,0,0,0.44,0,0
072739,聯電凱基37購04,0,0,0,1.2,0,0
072742,宏碁凱基43購02,0,0,0,0.79,0,0
072743,宏碁凱基4C購01,0,0,0,1.04,0,0
072744,宏碁凱基4C購02,0,0,0,0.99,0,0
072751,台光電凱基3C購01,0,0,0,2,0,0
072752,毅嘉凱基37購02,0,0,0,0.52,0,0
072753,南亞科凱基38購02,0,0,0,0.32,0,0
072754,友達凱基36購02,0,0,0,1.56,0,0
072755,華新科凱基3A購02,0,0,0,0.87,0,0
072756,長榮凱基36購13,0,0,0,1.43,0,0
072757,長榮凱基36購14,0,0,0,1.38,0,0
072759,裕民凱基3C購01,0,0,0,1.24,0,0
07275T,台灣50元富39售18,0,0,0,1.28,0,0
072760,華航凱基36購03,0,0,0,0.28,0,0
072761,萬海凱基3C購02,0,0,0,0.63,0,0
072762,萬海凱基43購01,0,0,0,0.72,0,0
072765,神基凱基39購03,0,0,0,1.25,0,0
072768,大立光凱基46購01,0,0,0,1.1,0,0
07276T,鴻海元富39售18,0,0,0,0.44,0,0
072770,緯創凱基39購06,0,0,0,2.7,0,0
072771,群創凱基3A購01,0,0,0,1.15,0,0
072772,群創凱基3C購02,0,0,0,1.31,0,0
072773,TPK凱基36購01,0,0,0,1.24,0,0
072774,天鈺凱基37購03,0,0,0,1.03,0,0
072775,乙盛凱基36購01,0,0,0,0.57,0,0
072776,中磊凱基36購02,0,0,0,0.67,0,0
072778,明基材凱基36購01,0,0,0,0.85,0,0
072779,新光鋼統一3C購01,0,0,0,0.68,0,0
072780,滬深2X中信37購01,0,0,0,1.02,0,0
072785,建準中信36購02,0,0,0,1.17,0,0
072786,建準中信37購01,0,0,0,1.16,0,0
07278T,日月光元富39售02,0,0,0,1.47,0,0
072796,華泰永豐39購02,0,0,0,1.79,0,0
072797,光罩永豐39購01,0,0,0,0.56,0,0
072801,微星永豐37購02,0,0,0,0.1,0,0
072805,亞光永豐38購01,0,0,0,0.74,0,0
072809,光寶科富邦3A購02,0,0,0,0.45,0,0
072810,光寶科富邦3C購01,0,0,0,0.79,0,0
072811,台達電富邦3A購01,0,0,0,1.25,0,0
072812,中環富邦38購01,0,0,0,0.65,0,0
072813,宏碁富邦37購02,0,0,0,0.29,0,0
072817,國泰金富邦3A購01,0,0,0,0.91,0,0
072819,群創富邦3C購01,0,0,0,0.71,0,0
072820,緯穎富邦37購01,0,0,0,1.5,0,0
072823,臺股指富邦38購09,0,0,0,3.83,0,0
072828,臺股指富邦43購03,0,0,0,4.49,0,0
072829,中興電群益36購10,0,0,0,4.59,0,0
07282T,高力凱基41售04,0,0,0,0.72,0,0
072830,亞力群益36購02,0,0,0,5.9,0,0
072831,亞力群益37購04,0,0,0,9.5,0,0
072832,中鴻群益38購01,0,0,0,0.5,0,0
072834,聯電群益36購04,0,0,0,1.02,0,0
072835,華通群益36購03,0,0,0,2.95,0,0
072836,智邦群益36購04,0,0,0,0.43,0,0
072838,宏碁群益38購05,0,0,0,0.29,0,0
072839,英業達群益36購18,0,0,0,1.91,0,0
072840,英業達群益36購19,0,0,0,1.28,0,0
072843,微星群益38購03,0,0,0,0.22,0,0
07284T,鴻海統一3B售05,0,0,0,0.31,0,0
072851,長榮群益37購14,0,0,0,2.08,0,0
072852,裕民群益38購02,0,0,0,1.17,0,0
072853,慧洋群益36購05,0,0,0,2.31,0,0
072856,緯創群益38購01,0,0,0,1.87,0,0
072857,群創群益36購04,0,0,0,1.23,0,0
072858,群創群益37購02,0,0,0,1.06,0,0
072860,華擎群益36購05,0,0,0,0.97,0,0
072861,華擎群益38購01,0,0,0,1.22,0,0
072863,貿聯群益36購01,0,0,0,0.77,0,0
072867,勤誠群益36購08,0,0,0,0.52,0,0
072870,仁寶元富36購04,0,0,0,1.1,0,0
072882,長榮元富36購08,0,0,0,2.2,0,0
072887,緯創元富36購11,0,0,0,5.7,0,0
072889,材料元富36購09,0,0,0,1.2,0,0
072890,材料元富39購02,0,0,0,1.56,0,0
072894,宏碁國票37購04,0,0,0,0.45,0,0
072895,英業達國票37購04,0,0,0,3.34,0,0
072905,香港2X元大37購02,0,0,0,0.63,0,0
072907,東元元大36購02,0,0,0,1.45,0,0
072908,東元元大36購03,0,0,0,1.96,0,0
072909,亞力元大37購02,0,0,0,5,0,0
07290T,臺股指群益39售35,0,0,0,0.48,0,0
072910,亞力元大3A購02,0,0,0,4.48,0,0
072911,勤美元大36購02,0,0,0,0.18,0,0
072914,永豐餘元大36購02,0,0,0,0.53,0,0
072915,第一銅元大36購02,0,0,0,6.45,0,0
072916,新光鋼元大36購05,0,0,0,0.99,0,0
072917,新光鋼元大37購01,0,0,0,0.77,0,0
072918,國巨元大37購04,0,0,0,1.04,0,0
072919,國巨元大3A購02,0,0,0,1.31,0,0
072921,廣宇元大36購02,0,0,0,1.15,0,0
072924,可成元大36購03,0,0,0,0.26,0,0
072925,可成元大36購04,0,0,0,0.58,0,0
072926,冠德元大36購02,0,0,0,1.05,0,0
072928,長榮元大3B購01,0,0,0,1.46,0,0
072929,裕民元大37購02,0,0,0,1.17,0,0
072931,萬海元大3A購02,0,0,0,0.67,0,0
072932,萬海元大3B購01,0,0,0,0.61,0,0
072933,台航元大36購01,0,0,0,0.76,0,0
072934,台驊控元大36購07,0,0,0,2,0,0
072935,晶華元大36購01,0,0,0,0.59,0,0
072937,富邦金元大36購01,0,0,0,0.42,0,0
072938,富邦金元大36購02,0,0,0,0.67,0,0
072940,國泰金元大36購03,0,0,0,2.1,0,0
072941,開發金元大3B購01,0,0,0,0.99,0,0
072943,玉山金元大37購01,0,0,0,0.52,0,0
072944,中信金元大39購01,0,0,0,1.16,0,0
072946,大立光元大3A購01,0,0,0,0.36,0,0
072948,晟銘電元大36購05,0,0,0,3.41,0,0
